858;Boulevard M;45
859;Boulevard S;45
860;Burgman 125;45
861;Burgman 200;45
862;Burgman 400;45
863;Burgman 650;45
864;DR-Z400E;45
865;DR-Z400S;45
866;DR125SM;45
867;DR200SE;45
868;DR650S;45
869;GA150;45
870;Gladius 650;45
871;GN125-2;45
872;GN125-2F;45
873;GS500F;45
874;GSR125;45
875;GSR150;45
876;GSR600;45
877;GSR750;45
878;GSX-600;45
879;GSX-750;45
880;GSX-R1000;45
881;GSX-R600;45
882;GSX-R750;45
883;GSX-S1000;45
884;GSX-S750;45
885;GSX1250F;45
886;GSX650F;45
887;GW250;45
888;GZ250;45
889;Hayabusa 1300;45
890;Hayate 125;45
891;Hongbao;45
892;Inazuma;45
893;Inazuma 250;45
894;Intruder 125;45
895;Intruder C1500;45
896;Intruder C1800;45
897;Intruder C800;45
898;Intruder M1500;45
899;Intruder M1800;45
900;Intruder M800;45
901;Let's;45
902;Lichi;45
903;Marauder;45
904;Nex;45
905;Ruishuang;45
906;Satria F150;45
907;SFV650;45
908;SFV650S;45
909;Shogun Axelo 125;45
910;Shooter 115 Fi;45
911;Sixteen;45
912;Skydrive;45
913;Smash Titan;45
914;SV650;45
915;SV650SF;45
916;Thunder 125;45
917;Tianlongxing;45
918;Tianyu;45
919;TU250X;45
920;V-Strom 1000;45
921;V-Strom 650;45
922;VanVan;45
923;Xinhaiwangxing;45
924;Yes;45
925;Yueku;45
926;Zuanbao;45
927;Allo;46
928;Attila Venus;46
929;CityCom;46
930;Combiz;46
931;Crox;46
932;Fiddle II;46
933;Fiddle III;46
934;GTS;46
935;HD;46
936;HD Evo;46
937;HD2;46
938;Jet 5;46
939;Jet V;46
940;Jet4;46
941;Joymax;46
942;Joyride Evo;46
943;Maxsym;46
944;MIO;46
945;ORBIT;46
946;Orbit II;46
947;RV;46
948;SB;46
949;Symphony;46
950;Symphony HD2;46
951;Symphony S;46
952;Symphony SR;46
953;Symphony ST;46
954;Symply II;46
955;Symply2;46
956;T2 250i;46
957;Tonik;46
958;VS;46
959;Wolf;46
960;X-Pro;46
961;XS;46
962;Dunna 600;47
963;Fly 135;47
964;Fly 150;47
965;Fly 250;47
966;TSS 150;47
967;TSS 250;47
968;Work 125;47
969;America;48
970;Bonneville;48
971;Daytona 675;48
972;Rocket III Roadster;48
973;Rocket III Touring;48
974;Scrambler;48
975;Speed 94;48
976;Speed Triple;48
977;Speedmaster;48
978;Sprint GT;48
979;Sprint ST;48
980;Street Triple;48
981;Street Twin;48
982;Thruxton;48
983;Thunderbird;48
984;Tiger;48
985;Tiger Explorer;48
986;Tiger Sport;48
987;Trophy;48
988;Apache RTR;49
989;Dazz;49
990;Max 125;49
991;Neo XR;49
992;Rockz;49
993;Tormax 150;49
994;946;50
995;GTS;50
996;GTS Super;50
997;GTV;50
998;LX;50
999;LXV;50
1000;Primavera;50
1001;PX;50
1002;S;50
1003;Sprint;50
1004;Boardwalk;51
1005;Cross Country;51
1006;Cross Roads;51
1007;Gunner;51
1008;Hammer;51
1009;Hard-Ball;51
1010;Hardball;51
1011;High Ball;51
1012;Jackpot;51
1013;Judge;51
1014;Kingpin;51
1015;Magnum;51
1016;Ness;51
1017;Octane;51
1018;Vegas;51
1019;Vision;51
1020;Vision Tour;51
1021;Baofengyan;52
1022;Fengge;52
1023;Fenglang;52
1024;Fengxiang;52
1025;Fengying 125;52
1026;Fengyun;52
1027;Hanying 150;52
1028;Huanying;52
1029;Jiaying 125;52
1030;Jiayu;52
1031;jinCG;52
1032;Jingyuan;52
1033;Kaiying;52
1034;Kuying 125;52
1035;Qiyu;52
1036;Ruiyu110;52
1037;Weiling 150;52
1038;X-150 Biaoying;52
1039;Xijun 125;52
1040;Xinfengyi;52
1041;Xintongyu;52
1042;Xinwuyang;52
1043;Xizhi 125;52
1044;Aerox;53
1045;Bolt;53
1046;BWS 125;53
1047;Byson;53
1048;Cygnus X 125;53
1049;Cygnus Z;53
